ori_city,dest_city,laneRequest,ship_date,rpm_est_mean
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 5, 2023",6.8734555059617675
Fort Worth,Houston,zip3:761-zip3:770,"Feb 5, 2023",5.304497249635085
Fort Worth,Houston,zip3:761-zip3:772,"Feb 5, 2023",5.172345538068564
Houston,Dallas,zip3:770-zip3:752,"Feb 5, 2023",7.36066073052981
Houston,Dallas,zip3:770-zip3:753,"Feb 5, 2023",7.431915150289521
Houston,Laredo,zip3:770-zip3:780,"Feb 5, 2023",6.425315535766837
Houston,San Antonio,zip3:770-zip3:782,"Feb 5, 2023",7.583099394378317
Houston,Dallas,zip3:772-zip3:752,"Feb 5, 2023",7.669565884127232
Houston,Dallas,zip3:772-zip3:753,"Feb 5, 2023",7.551218544809637
Houston,Laredo,zip3:772-zip3:780,"Feb 5, 2023",6.576821326277548
Houston,San Antonio,zip3:772-zip3:782,"Feb 5, 2023",7.685187901805497
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 5, 2023",3.911479689310344
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 5, 2023",5.8001199598880415
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 5, 2023",6.546703909139431
Boston,Edison,zip3:021-zip3:088,"Feb 6, 2023",6.693558180787017
Boston,Edison,zip3:022-zip3:088,"Feb 6, 2023",6.688574815014848
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 6, 2023",4.739076834468179
Atlanta,Dallas,zip3:303-zip3:752,"Feb 6, 2023",4.144745067698081
Atlanta,Dallas,zip3:303-zip3:753,"Feb 6, 2023",4.164852029341832
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 6, 2023",11.983119188836874
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 6, 2023",8.868768606360495
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 6, 2023",4.2875561906072015
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 6, 2023",4.151490689030682
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 6, 2023",12.320553636521678
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 6, 2023",5.927888485080411
Chicago,Atlanta,zip3:606-zip3:303,"Feb 6, 2023",5.822306879838832
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 6, 2023",5.190569951612117
Chicago,Chicago,zip3:606-zip3:606,"Feb 6, 2023",28.101247909347585
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 6, 2023",6.141065219087711
Fort Worth,Houston,zip3:761-zip3:770,"Feb 6, 2023",5.271388317773699
Fort Worth,Houston,zip3:761-zip3:772,"Feb 6, 2023",4.935013989105749
Houston,Dallas,zip3:770-zip3:752,"Feb 6, 2023",7.874031178314917
Houston,Dallas,zip3:770-zip3:753,"Feb 6, 2023",7.670877109404685
Houston,Laredo,zip3:770-zip3:780,"Feb 6, 2023",5.5257725266992495
Houston,San Antonio,zip3:770-zip3:782,"Feb 6, 2023",7.870019834961448
Houston,Dallas,zip3:772-zip3:752,"Feb 6, 2023",8.047886782470375
Houston,Dallas,zip3:772-zip3:753,"Feb 6, 2023",7.787880748856635
Houston,Laredo,zip3:772-zip3:780,"Feb 6, 2023",5.588111202403692
Houston,San Antonio,zip3:772-zip3:782,"Feb 6, 2023",8.006824866803827
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 6, 2023",4.068282959621548
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 6, 2023",5.6115686039987285
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 6, 2023",6.050091557931033
Boston,Edison,zip3:021-zip3:088,"Feb 7, 2023",6.975903368653746
Boston,Edison,zip3:022-zip3:088,"Feb 7, 2023",6.455818329477678
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 7, 2023",4.672473775221595
Atlanta,Dallas,zip3:303-zip3:752,"Feb 7, 2023",4.134563595455453
Atlanta,Dallas,zip3:303-zip3:753,"Feb 7, 2023",4.103797970016718
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 7, 2023",11.372720873801669
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 7, 2023",7.969355181997479
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 7, 2023",4.194537838699166
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 7, 2023",4.026280291167217
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 7, 2023",12.017493393544274
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 7, 2023",5.870164131221195
Chicago,Atlanta,zip3:606-zip3:303,"Feb 7, 2023",5.989158549474395
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 7, 2023",5.200216269892091
Chicago,Chicago,zip3:606-zip3:606,"Feb 7, 2023",28.347369263710167
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 7, 2023",6.1307813042494725
Fort Worth,Houston,zip3:761-zip3:770,"Feb 7, 2023",5.193546863301139
Fort Worth,Houston,zip3:761-zip3:772,"Feb 7, 2023",4.946661644640387
Houston,Dallas,zip3:770-zip3:752,"Feb 7, 2023",7.071993519055104
Houston,Dallas,zip3:770-zip3:753,"Feb 7, 2023",7.188140367958834
Houston,Laredo,zip3:770-zip3:780,"Feb 7, 2023",6.056539718164142
Houston,San Antonio,zip3:770-zip3:782,"Feb 7, 2023",7.268648981449733
Houston,Dallas,zip3:772-zip3:752,"Feb 7, 2023",7.398816595367616
Houston,Dallas,zip3:772-zip3:753,"Feb 7, 2023",7.2220456930279795
Houston,Laredo,zip3:772-zip3:780,"Feb 7, 2023",6.250843607028895
Houston,San Antonio,zip3:772-zip3:782,"Feb 7, 2023",7.378979065269489
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 7, 2023",3.6480959619112725
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 7, 2023",5.624501417053452
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 7, 2023",5.590735681010262
Boston,Edison,zip3:021-zip3:088,"Feb 8, 2023",6.100323362050306
Boston,Edison,zip3:022-zip3:088,"Feb 8, 2023",6.152513074241487
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 8, 2023",4.814644320254795
Atlanta,Dallas,zip3:303-zip3:752,"Feb 8, 2023",4.1158268879396385
Atlanta,Dallas,zip3:303-zip3:753,"Feb 8, 2023",4.313166204624997
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 8, 2023",10.856737409575477
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 8, 2023",7.7731768764615765
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 8, 2023",4.278117102783412
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 8, 2023",4.484648137287172
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 8, 2023",11.843925345640242
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 8, 2023",5.858550727233917
Chicago,Atlanta,zip3:606-zip3:303,"Feb 8, 2023",6.121284598610137
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 8, 2023",5.450920229198257
Chicago,Chicago,zip3:606-zip3:606,"Feb 8, 2023",28.282789453512024
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 8, 2023",5.939230368189003
Fort Worth,Houston,zip3:761-zip3:770,"Feb 8, 2023",5.148337134343697
Fort Worth,Houston,zip3:761-zip3:772,"Feb 8, 2023",4.91365702055638
Houston,Dallas,zip3:770-zip3:752,"Feb 8, 2023",6.754269635524694
Houston,Dallas,zip3:770-zip3:753,"Feb 8, 2023",6.819660038076795
Houston,Laredo,zip3:770-zip3:780,"Feb 8, 2023",5.598383659400324
Houston,San Antonio,zip3:770-zip3:782,"Feb 8, 2023",7.619447760892022
Houston,Dallas,zip3:772-zip3:752,"Feb 8, 2023",6.6885775896263935
Houston,Dallas,zip3:772-zip3:753,"Feb 8, 2023",6.724140659830386
Houston,Laredo,zip3:772-zip3:780,"Feb 8, 2023",5.683442590264157
Houston,San Antonio,zip3:772-zip3:782,"Feb 8, 2023",7.522643114126673
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 8, 2023",3.6706553996922064
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 8, 2023",5.946847824075765
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 8, 2023",5.357976230242365
Boston,Edison,zip3:021-zip3:088,"Feb 9, 2023",6.453304142554934
Boston,Edison,zip3:022-zip3:088,"Feb 9, 2023",6.315337676017684
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 9, 2023",4.731159286703767
Atlanta,Dallas,zip3:303-zip3:752,"Feb 9, 2023",4.2481728881682255
Atlanta,Dallas,zip3:303-zip3:753,"Feb 9, 2023",4.269302224271122
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 9, 2023",11.591173338606296
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 9, 2023",7.738909289975355
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 9, 2023",4.145455444591647
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 9, 2023",4.577287417460955
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 9, 2023",12.138548541499127
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 9, 2023",5.864740839673517
Chicago,Atlanta,zip3:606-zip3:303,"Feb 9, 2023",5.90796121844766
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 9, 2023",5.725685064249772
Chicago,Chicago,zip3:606-zip3:606,"Feb 9, 2023",28.07582792637577
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 9, 2023",5.899497862777876
Fort Worth,Houston,zip3:761-zip3:770,"Feb 9, 2023",5.41082520460124
Fort Worth,Houston,zip3:761-zip3:772,"Feb 9, 2023",5.10153958921063
Houston,Dallas,zip3:770-zip3:752,"Feb 9, 2023",6.952419069144671
Houston,Dallas,zip3:770-zip3:753,"Feb 9, 2023",6.8499271297226905
Houston,Laredo,zip3:770-zip3:780,"Feb 9, 2023",5.573634376966894
Houston,San Antonio,zip3:770-zip3:782,"Feb 9, 2023",7.1899468597503
Houston,Dallas,zip3:772-zip3:752,"Feb 9, 2023",6.807470114640019
Houston,Dallas,zip3:772-zip3:753,"Feb 9, 2023",6.815376478502603
Houston,Laredo,zip3:772-zip3:780,"Feb 9, 2023",5.778196716281731
Houston,San Antonio,zip3:772-zip3:782,"Feb 9, 2023",7.384979973028745
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 9, 2023",3.7952549756326324
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 9, 2023",5.856391758527749
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 9, 2023",5.6569699645183125
Boston,Edison,zip3:021-zip3:088,"Feb 10, 2023",6.187695789428517
Boston,Edison,zip3:022-zip3:088,"Feb 10, 2023",6.151439721075452
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 10, 2023",4.540286730177137
Atlanta,Dallas,zip3:303-zip3:752,"Feb 10, 2023",4.649315993214134
Atlanta,Dallas,zip3:303-zip3:753,"Feb 10, 2023",4.579673323385291
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 10, 2023",11.146714082261319
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 10, 2023",7.732216920181912
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 10, 2023",4.273729585044013
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 10, 2023",4.253947127955332
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 10, 2023",11.641908537777654
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 10, 2023",5.819442228248299
Chicago,Atlanta,zip3:606-zip3:303,"Feb 10, 2023",5.668806972381594
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 10, 2023",5.21867068928741
Chicago,Chicago,zip3:606-zip3:606,"Feb 10, 2023",28.281743352840525
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 10, 2023",6.1497784671370965
Fort Worth,Houston,zip3:761-zip3:770,"Feb 10, 2023",5.169824477720926
Fort Worth,Houston,zip3:761-zip3:772,"Feb 10, 2023",5.102180156124648
Houston,Dallas,zip3:770-zip3:752,"Feb 10, 2023",6.779320010846741
Houston,Dallas,zip3:770-zip3:753,"Feb 10, 2023",6.77196654532405
Houston,Laredo,zip3:770-zip3:780,"Feb 10, 2023",4.950168123319062
Houston,San Antonio,zip3:770-zip3:782,"Feb 10, 2023",7.158954421906097
Houston,Dallas,zip3:772-zip3:752,"Feb 10, 2023",6.770567901294036
Houston,Dallas,zip3:772-zip3:753,"Feb 10, 2023",6.585913317125761
Houston,Laredo,zip3:772-zip3:780,"Feb 10, 2023",5.115093653882254
Houston,San Antonio,zip3:772-zip3:782,"Feb 10, 2023",7.23775396638624
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 10, 2023",3.73533798924191
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 10, 2023",5.941513837264136
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 10, 2023",5.083911239148778
Boston,Edison,zip3:021-zip3:088,"Feb 11, 2023",5.853657257891754
Boston,Edison,zip3:022-zip3:088,"Feb 11, 2023",5.859027210275305
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 11, 2023",4.0924068258566155
Atlanta,Dallas,zip3:303-zip3:752,"Feb 11, 2023",4.178220284047386
Atlanta,Dallas,zip3:303-zip3:753,"Feb 11, 2023",4.2674672213359
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 11, 2023",9.537204849407496
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 11, 2023",7.2172904477709405
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 11, 2023",4.285150963389539
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 11, 2023",4.026929367636055
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 11, 2023",11.645534626660382
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 11, 2023",5.920325071400528
Chicago,Atlanta,zip3:606-zip3:303,"Feb 11, 2023",5.751968234653621
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 11, 2023",5.312918291566367
Chicago,Chicago,zip3:606-zip3:606,"Feb 11, 2023",28.49864265529353
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 11, 2023",5.922852401651299
Fort Worth,Houston,zip3:761-zip3:770,"Feb 11, 2023",5.38899739000401
Fort Worth,Houston,zip3:761-zip3:772,"Feb 11, 2023",4.853463321763512
Houston,Dallas,zip3:770-zip3:752,"Feb 11, 2023",6.438188373576793
Houston,Dallas,zip3:770-zip3:753,"Feb 11, 2023",6.4575755248037865
Houston,Laredo,zip3:770-zip3:780,"Feb 11, 2023",4.768904619882704
Houston,San Antonio,zip3:770-zip3:782,"Feb 11, 2023",6.981327611007991
Houston,Dallas,zip3:772-zip3:752,"Feb 11, 2023",6.767489096159425
Houston,Dallas,zip3:772-zip3:753,"Feb 11, 2023",6.574014276682082
Houston,Laredo,zip3:772-zip3:780,"Feb 11, 2023",5.07883006437684
Houston,San Antonio,zip3:772-zip3:782,"Feb 11, 2023",6.9459998256009845
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 11, 2023",3.751453821587044
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 11, 2023",5.850635620671417
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 11, 2023",5.085205851646739
Boston,Edison,zip3:021-zip3:088,"Feb 12, 2023",5.982459529847206
Boston,Edison,zip3:022-zip3:088,"Feb 12, 2023",5.974569526477558
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 12, 2023",4.794018364283042
Atlanta,Dallas,zip3:303-zip3:752,"Feb 12, 2023",4.479521299008543
Atlanta,Dallas,zip3:303-zip3:753,"Feb 12, 2023",4.478861348220766
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 12, 2023",9.28761104834928
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 12, 2023",6.873713215339286
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 12, 2023",4.167840220146761
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 12, 2023",3.9604645822864217
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 12, 2023",13.01662186859878
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 12, 2023",5.915148463739774
Chicago,Atlanta,zip3:606-zip3:303,"Feb 12, 2023",5.806443934147715
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 12, 2023",5.657797472880904
Chicago,Chicago,zip3:606-zip3:606,"Feb 12, 2023",28.496052624390483
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 12, 2023",6.182543809073248
Fort Worth,Houston,zip3:761-zip3:770,"Feb 12, 2023",5.308297194677599
Fort Worth,Houston,zip3:761-zip3:772,"Feb 12, 2023",5.002369026276044
Houston,Dallas,zip3:770-zip3:752,"Feb 12, 2023",6.506410059921582
Houston,Dallas,zip3:770-zip3:753,"Feb 12, 2023",6.566490389324759
Houston,Laredo,zip3:770-zip3:780,"Feb 12, 2023",5.583341663511162
Houston,San Antonio,zip3:770-zip3:782,"Feb 12, 2023",7.027676279601353
Houston,Dallas,zip3:772-zip3:752,"Feb 12, 2023",6.472336450418977
Houston,Dallas,zip3:772-zip3:753,"Feb 12, 2023",6.564188850987479
Houston,Laredo,zip3:772-zip3:780,"Feb 12, 2023",5.714847082819208
Houston,San Antonio,zip3:772-zip3:782,"Feb 12, 2023",6.914045926357729
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 12, 2023",3.516723302614824
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 12, 2023",5.840967496195496
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 12, 2023",5.259320865565115
Boston,Edison,zip3:021-zip3:088,"Feb 13, 2023",6.8952840937724496
Boston,Edison,zip3:022-zip3:088,"Feb 13, 2023",6.812647076566545
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 13, 2023",4.4267438645074275
Atlanta,Dallas,zip3:303-zip3:752,"Feb 13, 2023",4.235569278589619
Atlanta,Dallas,zip3:303-zip3:753,"Feb 13, 2023",4.2672930082371945
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 13, 2023",11.128683688260328
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 13, 2023",8.050936854094223
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 13, 2023",4.48404876809799
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 13, 2023",4.4876541094350735
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 13, 2023",13.152300963449168
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 13, 2023",6.4808956647438976
Chicago,Atlanta,zip3:606-zip3:303,"Feb 13, 2023",5.677249226147638
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 13, 2023",5.215113102069409
Chicago,Chicago,zip3:606-zip3:606,"Feb 13, 2023",28.20991691283819
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 13, 2023",6.488168948127348
Fort Worth,Houston,zip3:761-zip3:770,"Feb 13, 2023",5.30085278099291
Fort Worth,Houston,zip3:761-zip3:772,"Feb 13, 2023",4.9374783560492315
Houston,Dallas,zip3:770-zip3:752,"Feb 13, 2023",6.031569178751019
Houston,Dallas,zip3:770-zip3:753,"Feb 13, 2023",6.46783284951082
Houston,Laredo,zip3:770-zip3:780,"Feb 13, 2023",5.0202869343142655
Houston,San Antonio,zip3:770-zip3:782,"Feb 13, 2023",8.218002744697442
Houston,Dallas,zip3:772-zip3:752,"Feb 13, 2023",6.054132942070696
Houston,Dallas,zip3:772-zip3:753,"Feb 13, 2023",6.17513664845795
Houston,Laredo,zip3:772-zip3:780,"Feb 13, 2023",4.947066213956148
Houston,San Antonio,zip3:772-zip3:782,"Feb 13, 2023",8.20252447235393
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 13, 2023",3.8894507009398955
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 13, 2023",5.373737151833024
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 13, 2023",4.784730259769564
Boston,Edison,zip3:021-zip3:088,"Feb 14, 2023",6.7106155441893005
Boston,Edison,zip3:022-zip3:088,"Feb 14, 2023",6.775234559312594
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 14, 2023",4.447600132544135
Atlanta,Dallas,zip3:303-zip3:752,"Feb 14, 2023",4.182036437437951
Atlanta,Dallas,zip3:303-zip3:753,"Feb 14, 2023",4.229487422488605
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 14, 2023",10.739223638677021
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 14, 2023",7.9248452539422445
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 14, 2023",4.780119654592278
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 14, 2023",4.510320951333954
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 14, 2023",12.59558413711822
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 14, 2023",5.845312819857657
Chicago,Atlanta,zip3:606-zip3:303,"Feb 14, 2023",5.764463138996453
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 14, 2023",5.20248149189589
Chicago,Chicago,zip3:606-zip3:606,"Feb 14, 2023",28.949885795123613
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 14, 2023",6.391350521880893
Fort Worth,Houston,zip3:761-zip3:770,"Feb 14, 2023",5.462719889391048
Fort Worth,Houston,zip3:761-zip3:772,"Feb 14, 2023",5.069573547661653
Houston,Dallas,zip3:770-zip3:752,"Feb 14, 2023",6.081607165119701
Houston,Dallas,zip3:770-zip3:753,"Feb 14, 2023",6.317322916936222
Houston,Laredo,zip3:770-zip3:780,"Feb 14, 2023",5.248814909564482
Houston,San Antonio,zip3:770-zip3:782,"Feb 14, 2023",7.881230395434845
Houston,Dallas,zip3:772-zip3:752,"Feb 14, 2023",6.215911243123662
Houston,Dallas,zip3:772-zip3:753,"Feb 14, 2023",6.196902980060575
Houston,Laredo,zip3:772-zip3:780,"Feb 14, 2023",5.3130256915816565
Houston,San Antonio,zip3:772-zip3:782,"Feb 14, 2023",7.983503459586165
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 14, 2023",3.616997926865077
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 14, 2023",5.426865986685716
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 14, 2023",5.082190845117091
Boston,Edison,zip3:021-zip3:088,"Feb 15, 2023",7.361256523783908
Boston,Edison,zip3:022-zip3:088,"Feb 15, 2023",7.3514955762667284
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 15, 2023",4.123508590975523
Atlanta,Dallas,zip3:303-zip3:752,"Feb 15, 2023",4.114854935194024
Atlanta,Dallas,zip3:303-zip3:753,"Feb 15, 2023",4.167240294634938
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 15, 2023",10.518862840591261
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 15, 2023",7.665313753173146
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 15, 2023",4.7024660412371855
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 15, 2023",4.4785635249904
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 15, 2023",12.320468686817048
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 15, 2023",6.090504506471696
Chicago,Atlanta,zip3:606-zip3:303,"Feb 15, 2023",5.678852150318448
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 15, 2023",4.9496177941341735
Chicago,Chicago,zip3:606-zip3:606,"Feb 15, 2023",29.017346525195617
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 15, 2023",5.846612013320241
Fort Worth,Houston,zip3:761-zip3:770,"Feb 15, 2023",5.607610652190839
Fort Worth,Houston,zip3:761-zip3:772,"Feb 15, 2023",5.321532521009617
Houston,Dallas,zip3:770-zip3:752,"Feb 15, 2023",6.2815709488599705
Houston,Dallas,zip3:770-zip3:753,"Feb 15, 2023",6.574205291797618
Houston,Laredo,zip3:770-zip3:780,"Feb 15, 2023",4.934247608834586
Houston,San Antonio,zip3:770-zip3:782,"Feb 15, 2023",7.603876428000255
Houston,Dallas,zip3:772-zip3:752,"Feb 15, 2023",6.27848363959027
Houston,Dallas,zip3:772-zip3:753,"Feb 15, 2023",6.472184794161693
Houston,Laredo,zip3:772-zip3:780,"Feb 15, 2023",5.016560964633546
Houston,San Antonio,zip3:772-zip3:782,"Feb 15, 2023",7.76867083629481
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 15, 2023",3.9164237029724243
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 15, 2023",5.589765310432497
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 15, 2023",5.326586128147463
Boston,Edison,zip3:021-zip3:088,"Feb 16, 2023",6.417452150762012
Boston,Edison,zip3:022-zip3:088,"Feb 16, 2023",6.403354895353706
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 16, 2023",4.193148991820211
Atlanta,Dallas,zip3:303-zip3:752,"Feb 16, 2023",4.004650445158312
Atlanta,Dallas,zip3:303-zip3:753,"Feb 16, 2023",4.157931885941808
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 16, 2023",10.544114803141412
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 16, 2023",8.087599808738059
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 16, 2023",4.224319748661738
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 16, 2023",4.126137439469325
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 16, 2023",11.911238621939548
Minneapolis,Chicago,zip3:554-zip3:606,"Feb 16, 2023",6.411053710162449
Chicago,Atlanta,zip3:606-zip3:303,"Feb 16, 2023",5.593058872046684
Chicago,Minneapolis,zip3:606-zip3:554,"Feb 16, 2023",5.105498163686532
Chicago,Chicago,zip3:606-zip3:606,"Feb 16, 2023",28.846305576610217
Saint Louis,Chicago,zip3:631-zip3:606,"Feb 16, 2023",6.05448766593709
Fort Worth,Houston,zip3:761-zip3:770,"Feb 16, 2023",5.737995073455876
Fort Worth,Houston,zip3:761-zip3:772,"Feb 16, 2023",5.32463762999731
Houston,Dallas,zip3:770-zip3:752,"Feb 16, 2023",6.481473711257834
Houston,Dallas,zip3:770-zip3:753,"Feb 16, 2023",6.633579095233551
Houston,Laredo,zip3:770-zip3:780,"Feb 16, 2023",5.5081648824100675
Houston,San Antonio,zip3:770-zip3:782,"Feb 16, 2023",7.78050944504632
Houston,Dallas,zip3:772-zip3:752,"Feb 16, 2023",6.583053985287399
Houston,Dallas,zip3:772-zip3:753,"Feb 16, 2023",6.627390675680913
Houston,Laredo,zip3:772-zip3:780,"Feb 16, 2023",5.571048097101502
Houston,San Antonio,zip3:772-zip3:782,"Feb 16, 2023",8.06066392603758
Fort Collins,Phoenix,zip3:805-zip3:850,"Feb 16, 2023",4.260658324623833
Los Angeles,Phoenix,zip3:900-zip3:850,"Feb 16, 2023",5.245350219450881
Van Nuys,Phoenix,zip3:914-zip3:850,"Feb 16, 2023",5.238601465914038
Boston,Edison,zip3:021-zip3:088,"Feb 17, 2023",7.656945290683358
Boston,Edison,zip3:022-zip3:088,"Feb 17, 2023",7.557163361450204
Elizabeth,Atlanta,zip3:072-zip3:303,"Feb 17, 2023",4.256779476905407
Atlanta,Dallas,zip3:303-zip3:752,"Feb 17, 2023",4.150907009759216
Atlanta,Dallas,zip3:303-zip3:753,"Feb 17, 2023",4.240883915943258
Jacksonville,Orlando,zip3:322-zip3:328,"Feb 17, 2023",9.937433187564238
Jacksonville,Tampa,zip3:322-zip3:336,"Feb 17, 2023",7.86346561679236
Memphis,Milwaukee,zip3:381-zip3:532,"Feb 17, 2023",4.330661073056062
Cleveland,Grand Prairie,zip3:441-zip3:750,"Feb 17, 2023",4.107841311435246
Indianapolis,Cincinnati,zip3:462-zip3:452,"Feb 17, 2023",11.595891952816116
